,Topic_Num,Topic_Perc_Contrib,Keywords,clean_text,Unnamed: 0,created_at2,id,created_at,user.screen_name,user_location,coordinates,text,full_text,retweet_created_at,retweet_full_text,texto_completo,ubicacion_encontrada
100,1.0,0.4323,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory","amazing mays days
grenfell tower
nhs
police cuts
austerity deaths
homeless
cover ups
trains
tax dodging
money laundering
knife deaths
blue telecoms
cambridge analytica
rigging
smears
bombing
windrush
brexit rigging
lies
lies
lies
lies
lies
lies
lies
lies
lies
lies
lies
mayhem",441899,2018-04-18,id-986541879511732225,Wed Apr 18 09:48:07 +0000 2018,molecularcont,cardiff,,"Amazing Mays Days
Grenfell Tower
NHS
Police Cuts
Austerity Deaths
Homeless
Cover ups
Trains
Tax Dodging
Money Laundering
Knife Deaths
Blue Telecoms
Cambridge Analytica
Rigging
Smears
Bombing
Windrush
Brexit Rigging
Lies
Lies
Lies
Lies
Lies
Lies
Lies
Lies
Lies
Lies
Lies
Mayhem","Amazing Mays Days
Grenfell Tower
NHS
Police Cuts
Austerity Deaths
Homeless
Cover ups
Trains
Tax Dodging
Money Laundering
Knife Deaths
Blue Telecoms
Cambridge Analytica
Rigging
Smears
Bombing
Windrush
Brexit Rigging
Lies
Lies
Lies
Lies
Lies
Lies
Lies
Lies
Lies
Lies
Lies
Mayhem",,,"Amazing Mays Days
Grenfell Tower
NHS
Police Cuts
Austerity Deaths
Homeless
Cover ups
Trains
Tax Dodging
Money Laundering
Knife Deaths
Blue Telecoms
Cambridge Analytica
Rigging
Smears
Bombing
Windrush
Brexit Rigging
Lies
Lies
Lies
Lies
Lies
Lies
Lies
Lies
Lies
Lies
Lies
Mayhem",United Kingdom
101,1.0,0.4037,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory","amazing mays days

grenfell tower
nhs
police cuts
austerity deaths
disabled
homeless
cover ups
trains
tax dodging
money laundering
blue  telecoms
cambridge analytica
rigging
knife deaths
arms chemical sales
smears
bombing
windrush
brexit rigging
lies
lies
lies
lies
lies
mayhem",441797,2018-04-18,id-986543852214476800,Wed Apr 18 09:55:58 +0000 2018,molecularcont,cardiff,,"Amazing Mays Days

Grenfell tower
NHS
Police Cuts
Austerity Deaths
Disabled
Homeless
Cover ups
Trains
Tax Dodging
Money Laundering
Blue  Telecoms
Cambridge Analytica
Rigging
Knife Deaths
Arms chemical Sales
Smears
Bombing
Windrush
Brexit Rigging
Lies
Lies
Lies
Lies
Lies
Mayhem","Amazing Mays Days

Grenfell tower
NHS
Police Cuts
Austerity Deaths
Disabled
Homeless
Cover ups
Trains
Tax Dodging
Money Laundering
Blue  Telecoms
Cambridge Analytica
Rigging
Knife Deaths
Arms chemical Sales
Smears
Bombing
Windrush
Brexit Rigging
Lies
Lies
Lies
Lies
Lies
Mayhem",,,"Amazing Mays Days

Grenfell tower
NHS
Police Cuts
Austerity Deaths
Disabled
Homeless
Cover ups
Trains
Tax Dodging
Money Laundering
Blue  Telecoms
Cambridge Analytica
Rigging
Knife Deaths
Arms chemical Sales
Smears
Bombing
Windrush
Brexit Rigging
Lies
Lies
Lies
Lies
Lies
Mayhem",United Kingdom
102,1.0,0.3888,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory",the politicians cnn has attacked since trumps election  trump  trump  trump  trump  trump  trump  trump  trump  trump  trump  trump  trump  trump  trump  trump  trump  trump  trump  trump  trump  trump  trump        linkremoved ,71092,2018-04-05,id-981877017707728896,Thu Apr 05 12:51:38 +0000 2018,creme_et_beurre,"Stockholm, Sweden",,"The politicians CNN has attacked since Trumps election: Trump, Trump, Trump, Trump, Trump, Trump, Trump, Trump, Trump, Trump, Trump, Trump, Trump, Trump, Trump, Trump, Trump, Trump, Trump, Trump, Trump, Trump...... <linkremoved>","The politicians CNN has attacked since Trumps election: Trump, Trump, Trump, Trump, Trump, Trump, Trump, Trump, Trump, Trump, Trump, Trump, Trump, Trump, Trump, Trump, Trump, Trump, Trump, Trump, Trump, Trump...... https://t.co/WMfvApd3bP",,,"The politicians CNN has attacked since Trumps election: Trump, Trump, Trump, Trump, Trump, Trump, Trump, Trump, Trump, Trump, Trump, Trump, Trump, Trump, Trump, Trump, Trump, Trump, Trump, Trump, Trump, Trump...... <link removed>",Sweden
103,1.0,0.3846,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory","amazing mays days

grenfell tower
nhs
police cuts
austerity deaths
disabled
homeless
cover ups
trains
tax dodging
blue telecoms
cambridge analytica
rigging
arms chemical deals
knife deaths
smears
bombing
windrush
brexit rigging
lies
lies
lies
lies
lies
total mayhem from the start  linkremoved ",439759,2018-04-18,id-986563557834838016,Wed Apr 18 11:14:16 +0000 2018,molecularcont,cardiff,,"Amazing Mays Days

Grenfell Tower
NHS
Police Cuts
Austerity Deaths
Disabled
Homeless
Cover Ups
Trains
Tax dodging
Blue Telecoms
Cambridge Analytica
Rigging
Arms,Chemical Deals
Knife Deaths
Smears
Bombing
Windrush
Brexit Rigging
Lies
Lies
Lies
Lies
Lies
Total Mayhem from the start <linkremoved>","Amazing Mays Days

Grenfell Tower
NHS
Police Cuts
Austerity Deaths
Disabled
Homeless
Cover Ups
Trains
Tax dodging
Blue Telecoms
Cambridge Analytica
Rigging
Arms,Chemical Deals
Knife Deaths
Smears
Bombing
Windrush
Brexit Rigging
Lies
Lies
Lies
Lies
Lies
Total Mayhem from the start https://t.co/ZGw1Z5byyl",,,"Amazing Mays Days

Grenfell Tower
NHS
Police Cuts
Austerity Deaths
Disabled
Homeless
Cover Ups
Trains
Tax dodging
Blue Telecoms
Cambridge Analytica
Rigging
Arms,Chemical Deals
Knife Deaths
Smears
Bombing
Windrush
Brexit Rigging
Lies
Lies
Lies
Lies
Lies
Total Mayhem from the start <link removed>",United Kingdom
104,1.0,0.3726,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory","amazing mays days

grenfell tower
racist go home vans
nhs
police cuts
austerity deaths
disabled cuts
homeless 
trains
tax dodging
money laundering
blue telecoms
cambridge analytica
cover ups
boris
knife deaths
arms sales saudi
bombing
smears
windrush
rig brexit
more mayhem  amp  lies",456839,2018-04-19,id-986908928918384640,Thu Apr 19 10:06:39 +0000 2018,molecularcont,cardiff,,"Amazing Mays Days

Grenfell Tower
Racist GO HOME vans
NHS
Police Cuts
Austerity Deaths
Disabled Cuts
Homeless 
Trains
Tax Dodging
Money Laundering
Blue Telecoms
Cambridge Analytica
Cover ups
Boris
Knife Deaths
Arms Sales Saudi
Bombing
Smears
Windrush
Rig Brexit
More Mayhem &amp; Lies","Amazing Mays Days

Grenfell Tower
Racist GO HOME vans
NHS
Police Cuts
Austerity Deaths
Disabled Cuts
Homeless 
Trains
Tax Dodging
Money Laundering
Blue Telecoms
Cambridge Analytica
Cover ups
Boris
Knife Deaths
Arms Sales Saudi
Bombing
Smears
Windrush
Rig Brexit
More Mayhem &amp; Lies",,,"Amazing Mays Days

Grenfell Tower
Racist GO HOME vans
NHS
Police Cuts
Austerity Deaths
Disabled Cuts
Homeless 
Trains
Tax Dodging
Money Laundering
Blue Telecoms
Cambridge Analytica
Cover ups
Boris
Knife Deaths
Arms Sales Saudi
Bombing
Smears
Windrush
Rig Brexit
More Mayhem &amp; Lies",United Kingdom
105,1.0,0.3454,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory"," usernameremoved  angry about cambridge analytica using a foreign company canadian aiq  corruption  amp  lies to pervert brexit and british ideals of fairness  amp  justice  

please sign amp share 
declare      referendum vote null  amp  void due to foreign interference  amp  inaccurate facts
 linkremoved ",22179,2018-04-02,id-980700941329498112,Mon Apr 02 06:58:19 +0000 2018,tynewrc,"Newcastle Upon Tyne, England",,"<usernameremoved> Angry about Cambridge Analytica using a foreign company Canadian AIQ, corruption &amp; lies to pervert Brexit and British ideals of fairness &amp; justice? 

Please sign&amp;share:
Declare 2016 referendum vote null &amp; void due to foreign interference &amp; inaccurate facts
<linkremoved>","@PaulBrannenNE Angry about Cambridge Analytica using a foreign company Canadian AIQ, corruption &amp; lies to pervert Brexit and British ideals of fairness &amp; justice? 

Please sign&amp;share:
Declare 2016 referendum vote null &amp; void due to foreign interference &amp; inaccurate facts
https://t.co/sxkO8T6tht",,,"<usernameremoved> Angry about Cambridge Analytica using a foreign company Canadian AIQ, corruption &amp; lies to pervert Brexit and British ideals of fairness &amp; justice? 

Please sign&amp;share:
Declare 2016 referendum vote null &amp; void due to foreign interference &amp; inaccurate facts
<link removed>",United Kingdom
106,1.0,0.3379,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory"," usernameremoved   usernameremoved  angry how cambridge analytica canadian aiq disinformation  amp  electoral fraud perverted brexit and british ideals of fairness  justice  amp  democracy  

please sign share 
declare      referendum vote null  amp  void due to foreign interference and inaccurate facts
 linkremoved ",25633,2018-04-02,id-980752322962907137,Mon Apr 02 10:22:29 +0000 2018,tynewrc,"Newcastle Upon Tyne, England",,"<usernameremoved> <usernameremoved> Angry how Cambridge Analytica/Canadian AIQ disinformation &amp; electoral fraud perverted Brexit and British ideals of fairness, justice &amp; democracy? 

Please sign/share:
Declare 2016 referendum vote null &amp; void due to foreign interference and inaccurate facts
<linkremoved>","@OFOCBrexit @Femi_Sorry Angry how Cambridge Analytica/Canadian AIQ disinformation &amp; electoral fraud perverted Brexit and British ideals of fairness, justice &amp; democracy? 

Please sign/share:
Declare 2016 referendum vote null &amp; void due to foreign interference and inaccurate facts
https://t.co/sxkO8T6tht",,,"<usernameremoved> <usernameremoved> Angry how Cambridge Analytica/Canadian AIQ disinformation &amp; electoral fraud perverted Brexit and British ideals of fairness, justice &amp; democracy? 

Please sign/share:
Declare 2016 referendum vote null &amp; void due to foreign interference and inaccurate facts
<link removed>",United Kingdom
107,1.0,0.3379,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory"," usernameremoved   usernameremoved  angry about cambridge analytica using canadian aiq  corruption  amp  lies to pervert brexit and british ideals of fairness  justice  amp  democracy  

please sign  amp  share 
declare      referendum vote null  amp  void due to foreign interference and inaccurate facts
 linkremoved ",22704,2018-04-02,id-980702012424773632,Mon Apr 02 07:02:34 +0000 2018,tynewrc,"Newcastle Upon Tyne, England",,"<usernameremoved> <usernameremoved> Angry about Cambridge Analytica using Canadian AIQ, corruption &amp; lies to pervert Brexit and British ideals of fairness, justice &amp; democracy? 

Please sign &amp; share:
Declare 2016 referendum vote null &amp; void due to foreign interference and inaccurate facts
<linkremoved>","@TomLondon6 @julie4nw Angry about Cambridge Analytica using Canadian AIQ, corruption &amp; lies to pervert Brexit and British ideals of fairness, justice &amp; democracy? 

Please sign &amp; share:
Declare 2016 referendum vote null &amp; void due to foreign interference and inaccurate facts
https://t.co/sxkO8T6tht",,,"<usernameremoved> <usernameremoved> Angry about Cambridge Analytica using Canadian AIQ, corruption &amp; lies to pervert Brexit and British ideals of fairness, justice &amp; democracy? 

Please sign &amp; share:
Declare 2016 referendum vote null &amp; void due to foreign interference and inaccurate facts
<link removed>",United Kingdom
108,1.0,0.3364,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory"," usernameremoved   usernameremoved  upset about cambridge analytica using canadian aiq  corruption  amp  lies to pervert brexit and british ideals of fairness  justice  amp  democracy  

please sign  amp  share 
declare      referendum vote null  amp  void due to foreign interference and inaccurate facts
 linkremoved ",22200,2018-04-02,id-980701664616288256,Mon Apr 02 07:01:12 +0000 2018,tynewrc,"Newcastle Upon Tyne, England",,"<usernameremoved> <usernameremoved> Upset about Cambridge Analytica using Canadian AIQ, corruption &amp; lies to pervert Brexit and British ideals of fairness, justice &amp; democracy? 

Please sign &amp; share:
Declare 2016 referendum vote null &amp; void due to foreign interference and inaccurate facts
<linkremoved>","@NeenaGmep @EuroLabour Upset about Cambridge Analytica using Canadian AIQ, corruption &amp; lies to pervert Brexit and British ideals of fairness, justice &amp; democracy? 

Please sign &amp; share:
Declare 2016 referendum vote null &amp; void due to foreign interference and inaccurate facts
https://t.co/sxkO8T6tht",,,"<usernameremoved> <usernameremoved> Upset about Cambridge Analytica using Canadian AIQ, corruption &amp; lies to pervert Brexit and British ideals of fairness, justice &amp; democracy? 

Please sign &amp; share:
Declare 2016 referendum vote null &amp; void due to foreign interference and inaccurate facts
<link removed>",United Kingdom
109,1.0,0.3268,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory"," usernameremoved  don t let cambridge analytica canadian aiq get away with corruption  amp  lies perverting brexit  amp  british ideals of fairness  justice  amp  democracy 

please sign share 
declare      referendum vote null  amp  void due to foreign interference and inaccurate facts
 linkremoved ",22661,2018-04-02,id-980702665494671361,Mon Apr 02 07:05:10 +0000 2018,tynewrc,"Newcastle Upon Tyne, England",,"<usernameremoved> Don't let Cambridge Analytica/Canadian AIQ get away with corruption &amp; lies perverting Brexit &amp; British ideals of fairness, justice &amp; democracy 

Please sign/share:
Declare 2016 referendum vote null &amp; void due to foreign interference and inaccurate facts
<linkremoved>","@RCorbettMEP Don't let Cambridge Analytica/Canadian AIQ get away with corruption &amp; lies perverting Brexit &amp; British ideals of fairness, justice &amp; democracy 

Please sign/share:
Declare 2016 referendum vote null &amp; void due to foreign interference and inaccurate facts
https://t.co/sxkO8T6tht",,,"<usernameremoved> Don't let Cambridge Analytica/Canadian AIQ get away with corruption &amp; lies perverting Brexit &amp; British ideals of fairness, justice &amp; democracy 

Please sign/share:
Declare 2016 referendum vote null &amp; void due to foreign interference and inaccurate facts
<link removed>",United Kingdom
110,1.0,0.3253,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory"," usernameremoved   usernameremoved  angry about cambridge analytica canadian aiq  corruption  amp  lies perverting brexit and british ideals of fairness  justice  amp  democracy  

please sign amp  share 
declare      referendum vote null and void due to foreign interference and inaccurate facts
 linkremoved ",21626,2018-04-02,id-980714689570267141,Mon Apr 02 07:52:57 +0000 2018,tynewrc,"Newcastle Upon Tyne, England",,"<usernameremoved> <usernameremoved> Angry about Cambridge Analytica/Canadian AIQ, corruption &amp; lies perverting Brexit and British ideals of fairness, justice &amp; democracy? 

Please sign&amp; share:
Declare 2016 referendum vote null and void due to foreign interference and inaccurate facts
<linkremoved>","@StevePeers @LucyAndersonMEP Angry about Cambridge Analytica/Canadian AIQ, corruption &amp; lies perverting Brexit and British ideals of fairness, justice &amp; democracy? 

Please sign&amp; share:
Declare 2016 referendum vote null and void due to foreign interference and inaccurate facts
https://t.co/sxkO8T6tht",,,"<usernameremoved> <usernameremoved> Angry about Cambridge Analytica/Canadian AIQ, corruption &amp; lies perverting Brexit and British ideals of fairness, justice &amp; democracy? 

Please sign&amp; share:
Declare 2016 referendum vote null and void due to foreign interference and inaccurate facts
<link removed>",United Kingdom
111,1.0,0.3251,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory"," usernameremoved   usernameremoved  angry that cambridge analytica canadian aiq  corruption  amp  lies perverted brexit and british ideals of fairness  justice  amp  democracy 

 please sign share  declare      referendum vote null and void due to foreign interference and inaccurate facts  linkremoved ",25241,2018-04-02,id-980762255263436800,Mon Apr 02 11:01:57 +0000 2018,tynewrc,"Newcastle Upon Tyne, England",,"<usernameremoved> <usernameremoved> Angry that Cambridge Analytica/Canadian AIQ, corruption &amp; lies perverted Brexit and British ideals of fairness, justice &amp; democracy?

 Please sign/share: Declare 2016 referendum vote null and void due to foreign interference and inaccurate facts <linkremoved>","@JMPSimor @Labour4EU Angry that Cambridge Analytica/Canadian AIQ, corruption &amp; lies perverted Brexit and British ideals of fairness, justice &amp; democracy?

 Please sign/share: Declare 2016 referendum vote null and void due to foreign interference and inaccurate facts https://t.co/sxkO8T6tht",,,"<usernameremoved> <usernameremoved> Angry that Cambridge Analytica/Canadian AIQ, corruption &amp; lies perverted Brexit and British ideals of fairness, justice &amp; democracy?

 Please sign/share: Declare 2016 referendum vote null and void due to foreign interference and inaccurate facts <link removed>",United Kingdom
112,1.0,0.3235,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory", usernameremoved   usernameremoved  angry that cambridge analytica canadian aiq  corruption  amp  lies perverted brexit and british ideals of fairness  justice  amp  democracy  please sign share  declare      referendum vote null and void due to foreign interference and inaccurate facts  linkremoved ,21933,2018-04-02,id-980724020348940288,Mon Apr 02 08:30:02 +0000 2018,tynewrc,"Newcastle Upon Tyne, England",,"<usernameremoved> <usernameremoved> Angry that Cambridge Analytica/Canadian AIQ, corruption &amp; lies perverted Brexit and British ideals of fairness, justice &amp; democracy? Please sign/share: Declare 2016 referendum vote null and void due to foreign interference and inaccurate facts <linkremoved>","@SebDance @LabourList Angry that Cambridge Analytica/Canadian AIQ, corruption &amp; lies perverted Brexit and British ideals of fairness, justice &amp; democracy? Please sign/share: Declare 2016 referendum vote null and void due to foreign interference and inaccurate facts https://t.co/sxkO8T6tht",,,"<usernameremoved> <usernameremoved> Angry that Cambridge Analytica/Canadian AIQ, corruption &amp; lies perverted Brexit and British ideals of fairness, justice &amp; democracy? Please sign/share: Declare 2016 referendum vote null and void due to foreign interference and inaccurate facts <link removed>",United Kingdom
113,1.0,0.3219,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory"," usernameremoved   usernameremoved  angry that cambridge analytica canadian aiq  corruption  amp  lies perverted brexit and british ideals of fairness  justice  amp  democracy  

please sign share  declare      referendum vote null and void due to foreign interference and inaccurate facts  linkremoved ",16828,2018-04-02,id-980739130928893953,Mon Apr 02 09:30:04 +0000 2018,tynewrc,"Newcastle Upon Tyne, England",,"<usernameremoved> <usernameremoved> Angry that Cambridge Analytica/Canadian AIQ, corruption &amp; lies perverted Brexit and British ideals of fairness, justice &amp; democracy? 

Please sign/share: Declare 2016 referendum vote null and void due to foreign interference and inaccurate facts <linkremoved>","@BestForBritain @C_Stihler_MEP Angry that Cambridge Analytica/Canadian AIQ, corruption &amp; lies perverted Brexit and British ideals of fairness, justice &amp; democracy? 

Please sign/share: Declare 2016 referendum vote null and void due to foreign interference and inaccurate facts https://t.co/sxkO8T6tht",,,"<usernameremoved> <usernameremoved> Angry that Cambridge Analytica/Canadian AIQ, corruption &amp; lies perverted Brexit and British ideals of fairness, justice &amp; democracy? 

Please sign/share: Declare 2016 referendum vote null and void due to foreign interference and inaccurate facts <link removed>",United Kingdom
114,1.0,0.3219,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory"," usernameremoved   usernameremoved   usernameremoved   usernameremoved   usernameremoved   usernameremoved   usernameremoved  angry that cambridge analytica canadian aiq  corruption  amp  lies perverted brexit and british ideals of fairness  justice  amp  democracy  

please sign share  declare      referendum vote null and void due to foreign interference and inaccurate facts  linkremoved ",25099,2018-04-02,id-980762778104451074,Mon Apr 02 11:04:02 +0000 2018,tynewrc,"Newcastle Upon Tyne, England",,"<usernameremoved> <usernameremoved> <usernameremoved> <usernameremoved> <usernameremoved> <usernameremoved> <usernameremoved> Angry that Cambridge Analytica/Canadian AIQ, corruption &amp; lies perverted Brexit and British ideals of fairness, justice &amp; democracy? 

Please sign/share: Declare 2016 referendum vote null and void due to foreign interference and inaccurate facts <linkremoved>","@sigma_john @MikeHolden42 @SimonPease1 @gingermarauder @markpalexander @relvitme @MalcolmSleath Angry that Cambridge Analytica/Canadian AIQ, corruption &amp; lies perverted Brexit and British ideals of fairness, justice &amp; democracy? 

Please sign/share: Declare 2016 referendum vote null and void due to foreign interference and inaccurate facts https://t.co/sxkO8T6tht",,,"<usernameremoved> <usernameremoved> <usernameremoved> <usernameremoved> <usernameremoved> <usernameremoved> <usernameremoved> Angry that Cambridge Analytica/Canadian AIQ, corruption &amp; lies perverted Brexit and British ideals of fairness, justice &amp; democracy? 

Please sign/share: Declare 2016 referendum vote null and void due to foreign interference and inaccurate facts <link removed>",United Kingdom
115,1.0,0.3219,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory"," usernameremoved  angry that cambridge analytica canadian aiq  corruption  amp  lies perverted brexit and british ideals of fairness  justice  amp  democracy  

please sign share  declare      referendum vote null and void due to foreign interference and inaccurate facts  linkremoved ",29897,2018-04-02,id-980806525886267392,Mon Apr 02 13:57:52 +0000 2018,tynewrc,"Newcastle Upon Tyne, England",,"<usernameremoved> Angry that Cambridge Analytica/Canadian AIQ, corruption &amp; lies perverted Brexit and British ideals of fairness, justice &amp; democracy? 

Please sign/share: Declare 2016 referendum vote null and void due to foreign interference and inaccurate facts <linkremoved>","@AreUForRealBro Angry that Cambridge Analytica/Canadian AIQ, corruption &amp; lies perverted Brexit and British ideals of fairness, justice &amp; democracy? 

Please sign/share: Declare 2016 referendum vote null and void due to foreign interference and inaccurate facts https://t.co/sxkO8T6tht",,,"<usernameremoved> Angry that Cambridge Analytica/Canadian AIQ, corruption &amp; lies perverted Brexit and British ideals of fairness, justice &amp; democracy? 

Please sign/share: Declare 2016 referendum vote null and void due to foreign interference and inaccurate facts <link removed>",United Kingdom
116,1.0,0.3203,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory"," usernameremoved  upset about cambridge analytica canadian aiq  corruption  amp  lies perverting brexit and british ideals of fairness  justice  amp  democracy  

please sign amp  share 
declare      referendum vote null and void due to foreign interference and inaccurate facts
 linkremoved ",21695,2018-04-02,id-980715131603701760,Mon Apr 02 07:54:42 +0000 2018,tynewrc,"Newcastle Upon Tyne, England",,"<usernameremoved> Upset about Cambridge Analytica/Canadian AIQ, corruption &amp; lies perverting Brexit and British ideals of fairness, justice &amp; democracy? 

Please sign&amp; share:
Declare 2016 referendum vote null and void due to foreign interference and inaccurate facts
<linkremoved>","@Claude_Moraes Upset about Cambridge Analytica/Canadian AIQ, corruption &amp; lies perverting Brexit and British ideals of fairness, justice &amp; democracy? 

Please sign&amp; share:
Declare 2016 referendum vote null and void due to foreign interference and inaccurate facts
https://t.co/sxkO8T6tht",,,"<usernameremoved> Upset about Cambridge Analytica/Canadian AIQ, corruption &amp; lies perverting Brexit and British ideals of fairness, justice &amp; democracy? 

Please sign&amp; share:
Declare 2016 referendum vote null and void due to foreign interference and inaccurate facts
<link removed>",United Kingdom
117,1.0,0.3203,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory"," usernameremoved  upset about cambridge analytica canadian aiq using corruption  amp  lies to pervert brexit and british ideals of fairness  justice  amp  democracy  

please sign  amp  share 
declare      referendum vote null  amp  void due to foreign interference and inaccurate facts
 linkremoved ",22656,2018-04-02,id-980703045095960576,Mon Apr 02 07:06:41 +0000 2018,tynewrc,"Newcastle Upon Tyne, England",,"<usernameremoved> Upset about Cambridge Analytica/Canadian AIQ using corruption &amp; lies to pervert Brexit and British ideals of fairness, justice &amp; democracy? 

Please sign &amp; share:
Declare 2016 referendum vote null &amp; void due to foreign interference and inaccurate facts
<linkremoved>","@WajidKhanMEP Upset about Cambridge Analytica/Canadian AIQ using corruption &amp; lies to pervert Brexit and British ideals of fairness, justice &amp; democracy? 

Please sign &amp; share:
Declare 2016 referendum vote null &amp; void due to foreign interference and inaccurate facts
https://t.co/sxkO8T6tht",,,"<usernameremoved> Upset about Cambridge Analytica/Canadian AIQ using corruption &amp; lies to pervert Brexit and British ideals of fairness, justice &amp; democracy? 

Please sign &amp; share:
Declare 2016 referendum vote null &amp; void due to foreign interference and inaccurate facts
<link removed>",United Kingdom
118,1.0,0.3199,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory"," usernameremoved   usernameremoved  brexit electoral fraud via cambridge analytica canadian aiq undermined democracy  and threatens the uk economy and protection for human rights  amp  the environment 

declare      referendum vote null and void due to foreign interference and inaccurate facts
 linkremoved ",30000,2018-04-02,id-980805526748647424,Mon Apr 02 13:53:54 +0000 2018,tynewrc,"Newcastle Upon Tyne, England",,"<usernameremoved> <usernameremoved> Brexit electoral fraud via Cambridge Analytica/Canadian AIQ undermined democracy, and threatens the UK economy and protection for human rights &amp; the environment 

Declare 2016 referendum vote null and void due to foreign interference and inaccurate facts
<linkremoved>","@suejonessays @Gizmodo Brexit electoral fraud via Cambridge Analytica/Canadian AIQ undermined democracy, and threatens the UK economy and protection for human rights &amp; the environment 

Declare 2016 referendum vote null and void due to foreign interference and inaccurate facts
https://t.co/sxkO8T6tht",,,"<usernameremoved> <usernameremoved> Brexit electoral fraud via Cambridge Analytica/Canadian AIQ undermined democracy, and threatens the UK economy and protection for human rights &amp; the environment 

Declare 2016 referendum vote null and void due to foreign interference and inaccurate facts
<link removed>",United Kingdom
119,1.0,0.3199,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory"," usernameremoved  brexit electoral fraud via cambridge analytica canadian aiq undermined democracy  and threatens the uk economy and protection for human rights  amp  the environment 

declare      referendum vote null and void due to foreign interference and inaccurate facts
 linkremoved ",29628,2018-04-02,id-980803938336346112,Mon Apr 02 13:47:36 +0000 2018,tynewrc,"Newcastle Upon Tyne, England",,"<usernameremoved> Brexit electoral fraud via Cambridge Analytica/Canadian AIQ undermined democracy, and threatens the UK economy and protection for human rights &amp; the environment 

Declare 2016 referendum vote null and void due to foreign interference and inaccurate facts
<linkremoved>","@redtiki2015 Brexit electoral fraud via Cambridge Analytica/Canadian AIQ undermined democracy, and threatens the UK economy and protection for human rights &amp; the environment 

Declare 2016 referendum vote null and void due to foreign interference and inaccurate facts
https://t.co/sxkO8T6tht",,,"<usernameremoved> Brexit electoral fraud via Cambridge Analytica/Canadian AIQ undermined democracy, and threatens the UK economy and protection for human rights &amp; the environment 

Declare 2016 referendum vote null and void due to foreign interference and inaccurate facts
<link removed>",United Kingdom
120,1.0,0.3191,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory"," usernameremoved   usernameremoved  brexit electoral fraud via cambridge analytica canadian aiq has undermined democracy  threatening protection for human rights  amp  environment 

please sign amp  share 
declare      referendum vote null and void due to foreign interference and inaccurate facts
 linkremoved ",24061,2018-04-02,id-980800681664765952,Mon Apr 02 13:34:39 +0000 2018,tynewrc,"Newcastle Upon Tyne, England",,"<usernameremoved> <usernameremoved> Brexit electoral fraud via Cambridge Analytica/Canadian AIQ has undermined democracy, threatening protection for human rights &amp; environment 

Please sign&amp; share:
Declare 2016 referendum vote null and void due to foreign interference and inaccurate facts
<linkremoved>","@CarolineLucas @NorthStaffsGP Brexit electoral fraud via Cambridge Analytica/Canadian AIQ has undermined democracy, threatening protection for human rights &amp; environment 

Please sign&amp; share:
Declare 2016 referendum vote null and void due to foreign interference and inaccurate facts
https://t.co/sxkO8T6tht",,,"<usernameremoved> <usernameremoved> Brexit electoral fraud via Cambridge Analytica/Canadian AIQ has undermined democracy, threatening protection for human rights &amp; environment 

Please sign&amp; share:
Declare 2016 referendum vote null and void due to foreign interference and inaccurate facts
<link removed>",United Kingdom
121,1.0,0.3189,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory","amazing mays days
grenfell tower
nhs
police cuts
austerity deaths
homeless
cover ups
trains
tax dodge
money laundering
knife deaths
blue telecoms
cambridge analytica
rigging
smears
bombing
windrush",442371,2018-04-18,id-986539456483217408,Wed Apr 18 09:38:30 +0000 2018,molecularcont,cardiff,,"Amazing Mays Days
Grenfell Tower
NHS
Police Cuts
Austerity deaths
Homeless
Cover ups
Trains
Tax Dodge
Money Laundering
Knife deaths
Blue Telecoms
Cambridge Analytica
Rigging
Smears
Bombing
Windrush","Amazing Mays Days
Grenfell Tower
NHS
Police Cuts
Austerity deaths
Homeless
Cover ups
Trains
Tax Dodge
Money Laundering
Knife deaths
Blue Telecoms
Cambridge Analytica
Rigging
Smears
Bombing
Windrush",,,"Amazing Mays Days
Grenfell Tower
NHS
Police Cuts
Austerity deaths
Homeless
Cover ups
Trains
Tax Dodge
Money Laundering
Knife deaths
Blue Telecoms
Cambridge Analytica
Rigging
Smears
Bombing
Windrush",United Kingdom
