Topic_Num,Topic_Perc_Contrib,Keywords,Text
0,0.2565,"people, delete, year, account, friend, time, back, message, deletefacebook, call"," 
 lasthour
 nycacc
 dogsoftwitter
 attention
every  whos interested in
 fostering  for no costs to u or  adopting a  dog on  deathrow not being w
 facebook mail
helpdogs usernameremoved  or
mustlovedogsnyc usernameremoved 
they contact  rescues  amp   guide u

 linkremoved "
0,0.2565,"people, delete, year, account, friend, time, back, message, deletefacebook, call"," 
 nycacc
 dogsoftwitter
mayback  vid
 attention
every  whos interested in
 fostering  for no costs to u  or
 adopting a  dog on  deathrow
not being w  facebook
mail
helpdogs usernameremoved 
mustlovedogsnyc usernameremoved 
they contact  rescues  amp   guide u
 linkremoved "
0,0.2565,"people, delete, year, account, friend, time, back, message, deletefacebook, call"," 
 lasthour
 nycacc
 dogsoftwitter
 attention
every  whos interested in
 fostering  for no costs to u or  adopting a  dog on  deathrow not being w
 facebook mail
helpdogs usernameremoved  or
mustlovedogsnyc usernameremoved 
they contact  rescues  amp   guide u"
0,0.2565,"people, delete, year, account, friend, time, back, message, deletefacebook, call"," 
 lasthour
 nycacc
 dogsoftwitter
 attention
every  whos interested in
 fostering  for no costs to u or  adopting a  dog on  deathrow not being w
 facebook mail
helpdogs usernameremoved  or
mustlovedogsnyc usernameremoved 
they contact  rescues  amp   guide u  linkremoved "
0,0.2565,"people, delete, year, account, friend, time, back, message, deletefacebook, call"," 
 nycacc
 dogsoftwitter

 attention
everyone whos interested in
 fostering  for no costs to u  or
 adopting a  dog on  deathrow
not being w  facebook

mail
helpdogs usernameremoved  or
mustlovedogsnyc usernameremoved 
they contact  rescues  amp   guide u

 linkremoved "
0,0.2565,"people, delete, year, account, friend, time, back, message, deletefacebook, call"," 
 nycacc
 dogsoftwitter
bishop
 attention
every  whos interested in
 fostering  for no costs to u or  adopting a  dog on  deathrow not being w
 facebook mail
helpdogs usernameremoved  or
mustlovedogsnyc usernameremoved 
they contact  rescues  amp   guide u
 linkremoved "
0,0.2518,"people, delete, year, account, friend, time, back, message, deletefacebook, call","me on  facebook 
   read someone s post 
   feel inner rage for various reasons 
   think of devastating trolling response 
   write devastating trolling response  
   sigh and delete devastating trolling response 
   move to next post 
   repeat "
0,0.2468,"people, delete, year, account, friend, time, back, message, deletefacebook, call"," 
 nyc acc
 hurry for fire
 lastminutes    

 attention
every  whos interested in
 fostering  for no costs to u  or
 adopting a  dog on  deathrow
not being w  facebook
mail urgently
helpdogs usernameremoved  or
mustlovedogsnyc usernameremoved 
they contact  rescues  amp   guide you
 "
0,0.2443,"people, delete, year, account, friend, time, back, message, deletefacebook, call","it s two weeks since  usernameremoved  disabled my account  all because i m so called pretending to be someone else  i m not  
i ve had my account years  it s me in     of the photograph s  friends  amp  family in the other       facebook  fb

memories can disappear at the click of a button "
0,0.2442,"people, delete, year, account, friend, time, back, message, deletefacebook, call"," 
 nycacc
 catsoftwitter
dexter
 attention
every  whos interested in
 fostering  for no costs to u  or
 adopting a  cat on  deathrow
not being w  facebook
mail
helpcats usernameremoved  or
mustlovecatsnyc usernameremoved 
they contact  rescues  amp   guide u
 linkremoved "
0,0.2442,"people, delete, year, account, friend, time, back, message, deletefacebook, call"," 
 nycacc
 dogsoftwitter
chase  vid
 attention
every  whos interested in
 fostering  for no costs to u or  adopting a  dog on  deathrow not being w
 facebook mail
helpdogs usernameremoved  or
mustlovedogsnyc usernameremoved 
they contact  rescues  amp   guide u
 linkremoved "
0,0.2442,"people, delete, year, account, friend, time, back, message, deletefacebook, call"," 
 nycacc
 dogsoftwitter
chase  vid
 attention
every  whos interested in
 fostering  for no costs to u or
 adopting a  dog on  deathrow
not being w  facebook
mail
helpdogs usernameremoved  or
mustlovedogsnyc usernameremoved 
they contact  rescues  amp   guide u
 linkremoved "
0,0.2442,"people, delete, year, account, friend, time, back, message, deletefacebook, call"," 
 nycacc
 dogsoftwitter
bree  vid
 attention
every  whos interested in
 fostering  for no costs to u  or
 adopting a  dog on  deathrow
not being w  facebook
mail
helpdogs usernameremoved  or
mustlovedogsnyc usernameremoved 
they contact  rescues  amp   guide u
 linkremoved "
0,0.2442,"people, delete, year, account, friend, time, back, message, deletefacebook, call"," 
 nycacc
 dogsoftwitter
kyrie  vid
 attention
every  whos interested in
 fostering  for no costs to u or
 adopting a  dog on  deathrow
not being w  facebook
mail
helpdogs usernameremoved  or
mustlovedogsnyc usernameremoved 
they contact  rescues  amp   guide u
 linkremoved "
0,0.2442,"people, delete, year, account, friend, time, back, message, deletefacebook, call"," 
 nycacc
 dogsoftwitter
duke
 attention
every  whos interested in
 fostering  for no costs to u or  adopting a  dog on  deathrow not being w
 facebook mail
helpdogs usernameremoved  or
mustlovedogsnyc usernameremoved 
they contact  rescues  amp   guide u
 linkremoved "
0,0.2442,"people, delete, year, account, friend, time, back, message, deletefacebook, call"," 
 nycacc
 dogsoftwitter
simba
 attention
every  whos interested in
 fostering  for no costs to u or  adopting a  dog on  deathrow not being w
 facebook mail
helpdogs usernameremoved  or
mustlovedogsnyc usernameremoved 
they contact  rescues  amp   guide u
 linkremoved "
0,0.2424,"people, delete, year, account, friend, time, back, message, deletefacebook, call"," 
 nycacc
capone
 dogsoftwitter
 attention
every  whos interested in
 fostering  for no costs to u or  adopting a  dog on  deathrow not being w
 facebook mail
helpdogs usernameremoved  or
mustlovedogsnyc usernameremoved 
 linkremoved "
0,0.2424,"people, delete, year, account, friend, time, back, message, deletefacebook, call"," 
 nycacc
ruby
 dogsoftwitter
 attention
every  whos interested in
 fostering  for no costs to u or  adopting a  dog on  deathrow not being w
 facebook mail
helpdogs usernameremoved  or
mustlovedogsnyc usernameremoved 
 linkremoved "
0,0.2424,"people, delete, year, account, friend, time, back, message, deletefacebook, call"," 
 nycacc
bugsy
 dogsoftwitter
 attention
every  whos interested in
 fostering  for no costs to u or  adopting a  dog on  deathrow not being w
 facebook mail
helpdogs usernameremoved  or
mustlovedogsnyc usernameremoved 
 linkremoved "
0,0.2424,"people, delete, year, account, friend, time, back, message, deletefacebook, call"," 
 nycacc
monty
 dogsoftwitter
 attention
every  whos interested in
 fostering  for no costs to u or  adopting a  dog on  deathrow not being w
 facebook mail
helpdogs usernameremoved  or
mustlovedogsnyc usernameremoved 
 linkremoved "
0,0.2424,"people, delete, year, account, friend, time, back, message, deletefacebook, call"," 
 nycacc
snow
 dogsoftwitter
 attention
every  whos interested in
 fostering  for no costs to u or  adopting a  dog on  deathrow not being w
 facebook mail
helpdogs usernameremoved  or
mustlovedogsnyc usernameremoved 
 linkremoved "
0,0.2413,"people, delete, year, account, friend, time, back, message, deletefacebook, call"," 
 nycacc
aj styles
 dogsoftwitter
 attention
every  whos interested in
 fostering  for no costs to u or  adopting a  dog on  deathrow not being w
 facebook mail
helpdogs usernameremoved  or
mustlovedogsnyc usernameremoved 
 linkremoved "
0,0.2402,"people, delete, year, account, friend, time, back, message, deletefacebook, call","it s two weeks since  usernameremoved  disabled my account  all because i m so called pretending to be someone else 
i ve had my account    years  it s me in     of the photographs and friends and family in the other       facebook  fb

memories can disappear at the click of a button "
0,0.2397,"people, delete, year, account, friend, time, back, message, deletefacebook, call",about a month ago i cancelled  not deactivated  my facebook account worried about my data  yesterday wishing to contact someone in denmark on fb  i created a totally fictitious newbnaccount   to my horror i am now getting fb requests from my wifes and childrens friends 
0,0.2377,"people, delete, year, account, friend, time, back, message, deletefacebook, call",so   facebook  how are you  when are you going to reply to my numerous submitted help requests  didnt you know its rude to ignore people  its been    days now since you  locked me out of my account  my patience is wearing thin  usernameremoved   usernameremoved 
0,0.2343,"people, delete, year, account, friend, time, back, message, deletefacebook, call",i delete and block people that have anything to do w a certain person that fucked up my life so basically dont think i hate you i just hate the people you hang with  her ex told me she would look st my snapchat and facebook s he tried to get in contact w me he knew instantly
0,0.234,"people, delete, year, account, friend, time, back, message, deletefacebook, call",so   facebook  how are you  when are you going to reply to my numerous submitted help requests  dont you know its rude to ignore people  its been    days now since you  locked me out of my account  facebook  my patience is wearing thin  usernameremoved   usernameremoved 
0,0.2326,"people, delete, year, account, friend, time, back, message, deletefacebook, call",awful  similar account suggestions   usernameremoved  feature opt out does not apply to your  usernameremoved  friends list  never log into accounts you don t want connected on your mobile  all your  usernameremoved  friends will be served with your  usernameremoved  suggestion   joke  privacy
0,0.2315,"people, delete, year, account, friend, time, back, message, deletefacebook, call"," 
 nycacc
 catsoftwitter
nyx
 attention
every  whos interested in
 fostering  for no costs to u or  adopting a  cat on  deathrow not being w
 facebook mail
helpcats usernameremoved  or
mustlovecatsnyc usernameremoved 
they contact  rescues  amp   guide u
 linkremoved "
0,0.2315,"people, delete, year, account, friend, time, back, message, deletefacebook, call"," 
 nycacc
 catsoftwitter
malbec
 attention
every  whos interested in
 fostering  for no costs to u  or
 adopting a  cat on  deathrow
not being w  facebook
mail
helpcats usernameremoved  or
mustlovecatsnyc usernameremoved 
they contact  rescues  amp   guide u
 linkremoved "
0,0.2315,"people, delete, year, account, friend, time, back, message, deletefacebook, call"," 
 nycacc
 catsoftwitter
dessi 
 attention
every  whos interested in
 fostering  for no costs to u  or
 adopting a  cat on  deathrow
not being w  facebook
mail
helpcats usernameremoved  or
mustlovecatsnyc usernameremoved 
they contact  rescues  amp   guide u
 linkremoved "
0,0.2315,"people, delete, year, account, friend, time, back, message, deletefacebook, call"," 
 nycacc
 catsoftwitter

 attention
everyone whos interested in
 fostering  for no costs to u  or
 adopting a  cat on  deathrow
not being w  facebook

mail
helpcats usernameremoved 
or
mustlovecatsnyc usernameremoved 
they contact  rescues  amp   guide u

 linkremoved "
0,0.2315,"people, delete, year, account, friend, time, back, message, deletefacebook, call"," 
 nycacc
 catsoftwitter
dessi
 attention
every  whos interested in
 fostering  for no costs to u or  adopting a  cat on  deathrow not being w
 facebook mail
helpcats usernameremoved  or
mustlovecatsnyc usernameremoved 
they contact  rescues  amp   guide u
 linkremoved "
0,0.2305,"people, delete, year, account, friend, time, back, message, deletefacebook, call","since i deleted my     year old  facebook account after  gdpr  i started a new empty account to keep in touch with some people  

the first time it got locked they asked for phone number  face photo and passport and refused to unlock it  second time now on a different email     linkremoved "
0,0.2296,"people, delete, year, account, friend, time, back, message, deletefacebook, call"," 
 nycacc
yoshi
 dogsoftwitter
 attention
every  whos interested in
 fostering  for no costs to u or  adopting a  dog on  deathrow not being w
 facebook mail
helpdogs usernameremoved  or
mustlovedogsnyc usernameremoved 
 linkremoved "
0,0.2296,"people, delete, year, account, friend, time, back, message, deletefacebook, call"," 
 nycacc
smokey
 catsoftwitter
 attention
every  whos interested in
 fostering  for no costs to u or  adopting a  dog on  deathrow not being w
 facebook mail
helpcats usernameremoved  or
mustlovecatsnyc usernameremoved 
 linkremoved "
0,0.2296,"people, delete, year, account, friend, time, back, message, deletefacebook, call"," 
 nycacc
shelly
 catsoftwitter
 attention
every  whos interested in
 fostering  for no costs to u or  adopting a  dog on  deathrow not being w
 facebook mail
helpcats usernameremoved  or
mustlovecatsnyc usernameremoved 
 linkremoved "
0,0.2296,"people, delete, year, account, friend, time, back, message, deletefacebook, call"," 
 nycacc
nino
 dogsoftwitter
 attention
every  whos interested in
 fostering  for no costs to u or  adopting a  dog on  deathrow not being w
 facebook mail
helpdogs usernameremoved  or
mustlovedogsnyc usernameremoved 
 linkremoved "
0,0.2296,"people, delete, year, account, friend, time, back, message, deletefacebook, call"," 
 nycacc
king
 dogsoftwitter
 attention
every  whos interested in
 fostering  for no costs to u or  adopting a  dog on  deathrow not being w
 facebook mail
helpdogs usernameremoved  or
mustlovedogsnyc usernameremoved 
 linkremoved "
0,0.2288,"people, delete, year, account, friend, time, back, message, deletefacebook, call",does the number of friends listed actually correspond with the number i have  i have proof of two accounts where i had an extra friend who wasn t there  both accounts had strange occurances in timeline  the account i currently have doesn t and all weirdness is fed via groups  etc  linkremoved 
1,0.4298,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory","amazing mays days
grenfell tower
nhs
police cuts
austerity deaths
homeless
cover ups
trains
tax dodging
money laundering
knife deaths
blue telecoms
cambridge analytica
rigging
smears
bombing
windrush
brexit rigging
lies
lies
lies
lies
lies
lies
lies
lies
lies
lies
lies
mayhem"
1,0.4078,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory","amazing mays days

grenfell tower
nhs
police cuts
austerity deaths
disabled
homeless
cover ups
trains
tax dodging
money laundering
blue  telecoms
cambridge analytica
rigging
knife deaths
arms chemical sales
smears
bombing
windrush
brexit rigging
lies
lies
lies
lies
lies
mayhem"
1,0.3888,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory",the politicians cnn has attacked since trumps election  trump  trump  trump  trump  trump  trump  trump  trump  trump  trump  trump  trump  trump  trump  trump  trump  trump  trump  trump  trump  trump  trump        linkremoved 
1,0.3805,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory","amazing mays days

grenfell tower
nhs
police cuts
austerity deaths
disabled
homeless
cover ups
trains
tax dodging
blue telecoms
cambridge analytica
rigging
arms chemical deals
knife deaths
smears
bombing
windrush
brexit rigging
lies
lies
lies
lies
lies
total mayhem from the start  linkremoved "
1,0.3705,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory","amazing mays days

grenfell tower
racist go home vans
nhs
police cuts
austerity deaths
disabled cuts
homeless 
trains
tax dodging
money laundering
blue telecoms
cambridge analytica
cover ups
boris
knife deaths
arms sales saudi
bombing
smears
windrush
rig brexit
more mayhem  amp  lies"
1,0.3407,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory"," usernameremoved  angry about cambridge analytica using a foreign company canadian aiq  corruption  amp  lies to pervert brexit and british ideals of fairness  amp  justice  

please sign amp share 
declare      referendum vote null  amp  void due to foreign interference  amp  inaccurate facts
 linkremoved "
1,0.3402,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory"," usernameremoved   usernameremoved  angry how cambridge analytica canadian aiq disinformation  amp  electoral fraud perverted brexit and british ideals of fairness  justice  amp  democracy  

please sign share 
declare      referendum vote null  amp  void due to foreign interference and inaccurate facts
 linkremoved "
1,0.3382,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory"," usernameremoved   usernameremoved  angry about cambridge analytica using canadian aiq  corruption  amp  lies to pervert brexit and british ideals of fairness  justice  amp  democracy  

please sign  amp  share 
declare      referendum vote null  amp  void due to foreign interference and inaccurate facts
 linkremoved "
1,0.3306,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory"," usernameremoved   usernameremoved  angry about cambridge analytica canadian aiq  corruption  amp  lies perverting brexit and british ideals of fairness  justice  amp  democracy  

please sign amp  share 
declare      referendum vote null and void due to foreign interference and inaccurate facts
 linkremoved "
1,0.3285,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory"," usernameremoved   usernameremoved  upset about cambridge analytica using canadian aiq  corruption  amp  lies to pervert brexit and british ideals of fairness  justice  amp  democracy  

please sign  amp  share 
declare      referendum vote null  amp  void due to foreign interference and inaccurate facts
 linkremoved "
1,0.3285,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory"," usernameremoved  don t let cambridge analytica canadian aiq get away with corruption  amp  lies perverting brexit  amp  british ideals of fairness  justice  amp  democracy 

please sign share 
declare      referendum vote null  amp  void due to foreign interference and inaccurate facts
 linkremoved "
1,0.3237,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory"," usernameremoved   usernameremoved  brexit electoral fraud via cambridge analytica canadian aiq has undermined democracy  threatening protection for human rights  amp  environment 

please sign amp  share 
declare      referendum vote null and void due to foreign interference and inaccurate facts
 linkremoved "
1,0.3233,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory","amazing mays days
grenfell tower
nhs
police cuts
austerity deaths
homeless
cover ups
trains
tax dodge
money laundering
knife deaths
blue telecoms
cambridge analytica
rigging
smears
bombing
windrush"
1,0.3227,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory"," usernameremoved   usernameremoved  angry that cambridge analytica canadian aiq  corruption  amp  lies perverted brexit and british ideals of fairness  justice  amp  democracy  

please sign share  declare      referendum vote null and void due to foreign interference and inaccurate facts  linkremoved "
1,0.3227,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory"," usernameremoved   usernameremoved   usernameremoved   usernameremoved   usernameremoved  angry that cambridge analytica canadian aiq  corruption  amp  lies perverted brexit and british ideals of fairness  justice  amp  democracy 

please sign share 
declare      referendum vote null and void due to foreign interference and inaccurate facts
 linkremoved "
1,0.3227,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory"," usernameremoved   usernameremoved  angry that cambridge analytica canadian aiq  corruption  amp  lies perverted brexit and british ideals of fairness  justice  amp  democracy 

 please sign share  declare      referendum vote null and void due to foreign interference and inaccurate facts  linkremoved "
1,0.3227,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory"," usernameremoved   usernameremoved   usernameremoved   usernameremoved  angry about cambridge analytica canadian aiq  corruption  amp  lies perverting brexit and british ideals of fairness  justice  amp  democracy  

please sign share  declare      referendum vote null and void due to foreign interference and inaccurate facts  linkremoved "
1,0.3227,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory"," usernameremoved   usernameremoved   usernameremoved   usernameremoved   usernameremoved   usernameremoved   usernameremoved  angry that cambridge analytica canadian aiq  corruption  amp  lies perverted brexit and british ideals of fairness  justice  amp  democracy  

please sign share  declare      referendum vote null and void due to foreign interference and inaccurate facts  linkremoved "
1,0.3227,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory", usernameremoved   usernameremoved  angry that cambridge analytica canadian aiq  corruption  amp  lies perverted brexit and british ideals of fairness  justice  amp  democracy  please sign share  declare      referendum vote null and void due to foreign interference and inaccurate facts  linkremoved 
1,0.3227,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory"," usernameremoved  angry that cambridge analytica canadian aiq  corruption  amp  lies perverted brexit and british ideals of fairness  justice  amp  democracy  

please sign share  declare      referendum vote null and void due to foreign interference and inaccurate facts  linkremoved "
1,0.3206,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory"," usernameremoved   usernameremoved  upset about cambridge analytica canadian aiq  corruption  amp  lies perverting brexit and british ideals of fairness  justice  amp  democracy  

please sign share  declare      referendum vote null and void due to foreign interference  amp  inaccurate facts  linkremoved "
1,0.3206,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory"," usernameremoved  upset about cambridge analytica canadian aiq  corruption  amp  lies perverting brexit and british ideals of fairness  justice  amp  democracy  

please sign amp  share 
declare      referendum vote null and void due to foreign interference and inaccurate facts
 linkremoved "
1,0.3192,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory"," usernameremoved   usernameremoved  cambridge analytica canadian aiq electoral fraud perverted democracy  letting brexit threaten protection for human rights  amp  the environment 

please sign amp  share 
declare      referendum vote null and void due to foreign interference and inaccurate facts
 linkremoved "
1,0.3186,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory"," usernameremoved  brexit electoral fraud via cambridge analytica canadian aiq undermined democracy  and threatens the uk economy and protection for human rights  amp  the environment 

declare      referendum vote null and void due to foreign interference and inaccurate facts
 linkremoved "
1,0.3186,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory"," usernameremoved   usernameremoved  brexit electoral fraud via cambridge analytica canadian aiq undermined democracy  and threatens the uk economy and protection for human rights  amp  the environment 

declare      referendum vote null and void due to foreign interference and inaccurate facts
 linkremoved "
1,0.3184,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory"," usernameremoved  upset about cambridge analytica canadian aiq using corruption  amp  lies to pervert brexit and british ideals of fairness  justice  amp  democracy  

please sign  amp  share 
declare      referendum vote null  amp  void due to foreign interference and inaccurate facts
 linkremoved "
1,0.3174,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory"," usernameremoved   usernameremoved   usernameremoved  cambridge analytica canadian aiq undermined democracy  brexit fraud now threatens the economy and protection for human rights  amp  the environment

please sign amp  share 
declare      referendum vote null and void due to foreign interference and inaccurate facts
 linkremoved "
1,0.3125,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory"," usernameremoved  now we know that cambridge analytica canadian aiq  corruption  amp  lies perverted brexit and british ideals of fairness  justice  amp  democracy

please sign share 
declare      referendum vote null and void due to foreign interference and inaccurate facts
 linkremoved "
1,0.3125,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory"," usernameremoved  upset that cambridge analytica canadian aiq  corruption  amp  lies perverted brexit and british ideals of fairness  justice  amp  democracy  

please sign share  declare      referendum vote null and void due to foreign interference and inaccurate facts  linkremoved "
1,0.3125,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory"," usernameremoved   usernameremoved   usernameremoved  upset about cambridge analytica canadian aiq  corruption  amp  lies perverting brexit and british ideals of fairness  justice  amp  democracy 

please sign share 
declare      referendum vote null and void due to foreign interference and inaccurate facts
 linkremoved "
1,0.3125,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory"," usernameremoved   usernameremoved  we already know cambridge analytica canadian aiq  corruption  amp  lies perverted brexit and british ideals of fairness  justice  amp  democracy 

please sign share  declare      referendum vote null and void due to foreign interference and inaccurate facts  linkremoved "
1,0.3122,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory","tories  ukip and labour lie  may lies  cambridge analytica lies  farage lies  hoey lies  boris lies  fox lies  david lies  gove lies  leadsom lies  priti lies  rees mogg lies 

nah cant see a pattern  nothing to do with  brexit here   linkremoved "
1,0.309,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory","amazing mays days
grenfell tower
nhs
police cuts
austerity deaths
homeless
cover ups
trains
tax dodging
money laundering
knife deaths
blue telecoms
cambridge analytica
rigging
smears"
1,0.3089,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory", usernameremoved   usernameremoved  itll be on with carillion lost billions  cambridge analytica tory vote fixing  salisbury nerve gas lies  illegal syria bombing lies   trillion   nat debt  nhs crisis  record homeless  foodbanks  child poverty  johnson lies to german tv  marrs lies to cover johnsons lies  nomore  linkremoved 
1,0.3079,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory",we didnt vote in another tory government  may had to call on    dup bigots to survive  having squandered her majority  the referendum was totally corrupted by russian interference and covert funding  cambridge analytica and aggregateiq psy ops  millions in dark money  amp  lies   linkremoved 
1,0.3053,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory",pmp tattoo parlour  by carlo   tattoo  tattoos  tattooink  love  instagood  amezing  line  instacool  facebook  blackandwhite  loveislove  socool  tattooblack  line  inkcool  instagood  instacool  picoftheday  photography  cuore  nero  cool   usernameremoved   usernameremoved   linkremoved 
1,0.3045,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory","amazing mays days
grenfell tower
nhs
police cuts
austerity deaths
homless
cover ups
trains
tax dodging
money laundering
knife deaths
blue telecoms
cambridge analytica
riging
smears
bombing"
1,0.3043,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory","amazing mays days
grenfell tower
nhs
police cuts
austerity deaths
homeless
cover ups
trains
tax dodge
money laundering
knife deaths
blue telecome
cambridge analytica
rigging
smearsbombing
windrush
brexit rigging"
1,0.301,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory"," usernameremoved   usernameremoved  while media smears corbyn  brexiteers get away with biggest scam  
cambridge analytica canadian aiq electoral fraud undermined democracy  and brexit threatens economy and protection for human rights  amp  environment 
declare      referendum vote null  amp  void
 linkremoved "
1,0.3009,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory",pmp tattoo parlour  by carlo   tattoo  tattoos  tattooink  love  instagood  amezing  line  instacool  facebook  blackandwhite  loveislove  socool  tattooblack  line  inkcool  instagood  instacool  picoftheday  photography  night photooftheday  usernameremoved   usernameremoved   linkremoved 
1,0.2982,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory","amazing mays days
grenfell tower
nhs
police cuts
austerity deaths
homeless
cover ups
trains
tax dodging
money laundering
knife deaths
blue telecoms
cambridge analytica
rigging"
1,0.2975,"trump, leave, vote, campaign, election, amp, lie, government, democracy, tory"," usernameremoved  there could be petitions for 

windrush  rudd sacking
staged attacks  theresa may sacking
cambridge analytica  theresa may sacking
child abuse  theresa may sacking
immoral arms deals  theresa may sacking
carillon  theresa may sacking
capita  theresa may sacking

etc etc   "
